Year;Sort;Destination;Total;Other North;Other South;Afghanistan;Albania;Algeria;American Samoa;Andorra;Angola;Anguilla;Antigua and Barbuda;Argentina;Armenia;Aruba;Australia;Austria;Azerbaijan;Bahamas;Bahrain;Bangladesh;Barbados;Belarus;Belgium;Belize;Benin;Bermuda;Bhutan;Bolivia (Plurinational State of);Bosnia and Herzegovina;Botswana;Brazil;British Virgin Islands;Brunei Darussalam;Bulgaria;Burkina Faso;Burundi;Cabo Verde;Cambodia;Cameroon;Canada;Caribbean Netherlands;Cayman Islands;Central African Republic;Chad;Channel Islands;Chile;China;China, Hong Kong SAR;China, Macao SAR;Colombia;Comoros;Congo;Cook Islands;Costa Rica;Cªte d'Ivoire;Croatia;Cuba;Curaçao;Cyprus;Czechia;Dem. People's Republic of Korea;Democratic Republic of the Congo;Denmark;Djibouti;Dominica;Dominican Republic;Ecuador;Egypt;El Salvador;Equatorial Guinea;Eritrea;Estonia;Ethiopia;Faeroe Islands;Falkland Islands (Malvinas);Fiji;Finland;France;French Guiana;French Polynesia;Gabon;Gambia;Georgia;Germany;Ghana;Gibraltar;Greece;Greenland;Grenada;Guadeloupe;Guam;Guatemala;Guinea;Guinea-Bissau;Guyana;Haiti;Holy See;Honduras;Hungary;Iceland;India;Indonesia;Iran (Islamic Republic of);Iraq;Ireland;Isle of Man;Israel;Italy;Jamaica;Japan;Jordan;Kazakhstan;Kenya;Kiribati;Kuwait;Kyrgyzstan;Lao People's Democratic Republic;Latvia;Lebanon;Lesotho;Liberia;Libya;Liechtenstein;Lithuania;Luxembourg;Madagascar;Malawi;Malaysia;Maldives;Mali;Malta;Marshall Islands;Martinique;Mauritania;Mauritius;Mayotte;Mexico;Micronesia (Fed. States of);Monaco;Mongolia;Montenegro;Montserrat;Morocco;Mozambique;Myanmar;Namibia;Nauru;Nepal;Netherlands;New Caledonia;New Zealand;Nicaragua;Niger;Nigeria;Niue;Northern Mariana Islands;Norway;Oman;Pakistan;Palau;Panama;Papua New Guinea;Paraguay;Peru;Philippines;Poland;Portugal;Puerto Rico;Qatar;Republic of Korea;Republic of Moldova;R_union;Romania;Russian Federation;Rwanda;Saint Helena;Saint Kitts and Nevis;Saint Lucia;Saint Pierre and Miquelon;Saint Vincent and the Grenadines;Samoa;San Marino;Sao Tome and Principe;Saudi Arabia;Senegal;Serbia;Seychelles;Sierra Leone;Singapore;Sint Maarten (Dutch part);Slovakia;Slovenia;Solomon Islands;Somalia;South Africa;South Sudan;Spain;Sri Lanka;State of Palestine;Sudan;Suriname;Swaziland;Sweden;Switzerland;Syrian Arab Republic;Tajikistan;TFYR Macedonia;Thailand;Timor-Leste;Togo;Tokelau;Tonga;Trinidad and Tobago;Tunisia;Turkey;Turkmenistan;Turks and Caicos Islands;Tuvalu;Uganda;Ukraine;United Arab Emirates;United Kingdom;United Republic of Tanzania;United States of America;United States Virgin Islands;Uruguay;Uzbekistan;Vanuatu;Venezuela (Bolivarian Republic of);Viet Nam;Wallis and Futuna Islands;Western Sahara;Yemen;Zambia;Zimbabwe
2010;2010011;Sub-Saharan Africa;15,691,999;499,268;1,046,282;124;140;10,956;..;..;407,579;..;469;2,154;63;..;7,447;5,258;..;50;190;9,786;25;206;8,186;..;498,854;51;..;140;174;41,503;4,202;19;19;3,404;1,362,237;255,830;16,431;..;99,947;7,299;..;..;221,141;181,173;..;605;36,696;1,405;..;509;69,462;97,017;..;..;622,217;858;4,395;..;4,224;1,786;473;1,044,558;2,763;3,025;..;..;..;24,563;..;55,305;147,358;124;120,417;..;..;39;634;178,896;..;..;35,960;17,342;..;62,416;345,966;46;7,943;..;..;..;..;77;317,598;51,616;48;..;..;..;..;27;83,215;1,261;634;276;11,039;..;3,989;23,679;166;2,049;48;..;104,853;..;108;31;27;360;8,057;242,392;171,549;6,930;..;344;69;34,674;256,135;833;82;747,702;292;..;..;79,899;14,392;6,294;248;..;22;..;..;..;5,566;717,324;185;93,836;19;266;18,955;..;2,755;93;300,896;341,419;17;22;1,345;27;12,303;..;50;50;102;177;2,185;8,662;58,363;..;..;2,326;..;1,144;1,418;7,574;303,305;193;22;..;..;..;..;..;13,330;2,295;231,520;3,326;1,290;58,259;780;..;361;49;..;876,730;97,143;384,124;4,027;3,825;243;510,375;..;65,672;923;2,536;314;..;103;1,039;8;334,017;..;..;22;477;1,012;..;..;..;582,252;3,570;222;157,007;165,836;26,927;68;98;..;..;258;138;..;..;428;150,293;381,879
2010;2010012;AFRICA;17,007,249;510,277;1,075,073;606;520;33,298;..;..;407,606;..;485;2,389;441;..;8,553;6,493;31;64;1,427;11,134;25;1,143;10,377;..;498,889;51;..;140;525;41,503;4,552;19;84;3,469;1,362,299;255,865;16,431;..;100,621;10,423;..;..;221,196;182,249;..;631;40,145;1,405;..;564;74,126;98,871;..;..;623,466;955;4,395;..;4,305;1,976;570;1,045,066;3,730;4,638;..;..;12;45,483;828;55,305;149,616;149;122,655;..;..;39;1,605;220,155;..;..;35,960;17,370;..;78,797;346,732;55;11,465;..;..;..;..;86;319,308;52,852;48;..;..;..;426;27;88,679;16,808;1,141;79,347;11,129;..;4,655;37,327;166;4,025;25,036;912;105,281;..;13,535;90;27;360;22,944;242,392;171,594;21,614;..;344;69;34,713;256,162;11,270;109;749,300;292;..;..;82,451;14,392;6,294;310;..;344;14;..;..;15,389;717,340;197;94,087;19;266;21,457;..;2,842;93;301,323;345,129;17;22;1,757;2,039;15,065;..;50;50;102;177;7,127;9,621;58,406;..;1,631;3,242;59;1,144;2,175;21,734;303,347;193;22;..;..;..;..;..;13,330;44,856;236,114;3,326;1,309;58,529;1,509;..;420;49;..;998,630;97,927;385,700;8,169;4,361;408,784;551,188;..;65,672;1,919;4,645;37,114;724;216;4,578;8;334,017;..;..;22;5,904;4,102;256;..;..;582,334;4,507;3,356;167,989;166,208;44,173;68;98;440;..;290;138;..;143,923;26,796;150,318;381,911
2010;2010013;Eastern Africa;4,657,063;98,293;371,707;..;..;..;..;..;38,633;..;..;..;..;..;310;..;..;..;..;7,581;..;..;680;..;..;..;..;..;..;4,759;..;..;..;..;..;211,844;6,524;..;243;791;..;..;5,166;5,327;..;..;6,370;20;..;..;69,295;34,248;..;..;..;..;39;..;..;..;155;679,669;182;3,025;..;..;..;5,451;..;..;14,680;..;46,815;..;..;..;..;101,872;..;..;..;..;..;1,641;175;..;43;..;..;..;..;..;..;..;..;..;..;..;..;..;37,413;126;..;..;44;..;..;1,207;..;320;..;..;86,278;..;..;..;..;..;..;7,688;..;177;..;..;..;33,824;199,116;53;34;415;..;..;..;..;5,575;6,294;..;..;..;..;..;..;..;203,811;..;1,310;..;157;223;..;..;..;..;4,265;..;..;..;..;2,752;..;..;..;..;..;630;..;4,256;..;..;182;..;857;..;447;153,751;..;..;..;..;..;..;..;..;..;142;..;463;..;..;..;..;..;..;860,450;40,497;176,704;109;1,513;..;190,890;..;86;..;92;..;..;..;214;..;..;..;..;..;..;..;..;..;..;574,078;..;..;17,937;154,195;3,226;..;..;..;..;..;..;..;..;358;89,462;79,904
2010;2010014;Burundi;235,259;2,660;16,897;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;497;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;137,611;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;248;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;847;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;52,794;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;731;..;..;..;22,974;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010015;Comoros;12,618;602;761;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;486;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;77;..;..;..;..;..;..;..;..;..;..;..;..;9,689;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;857;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;146;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010016;Djibouti;101,575;1,518;4,558;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11,141;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;84,118;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;240;..;..
2010;2010017;Eritrea;15,676;682;1,507;..;..;..;..;..;341;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,029;..;..;..;..;..;..;..;..;..;..;133;..;..;..;189;..;..;..;..;..;..;..;..;..;..;1,659;..;..;..;..;..;..;..;..;..;..;107;..;..;..;..;429;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;117;..;..;..;..;..;..;..;..;..;..;..;345;..;..;..;..;..;..;..;..;..;..;..;..;..;759;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,088;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;459;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,415;120;1,465;..;..;..;205;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,498;..;..;56;517;..;..;..;..;..;..;..;..;..;..;237;319
2010;2010018;Ethiopia;567,720;14,269;42,807;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;32;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;83;..;3,025;..;..;..;..;..;..;6,354;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;122;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;361,609;..;122,021;..;..;..;17,102;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;178;..;..;..;..;..;..;..;..;..;..;..;..;..;118;..;..
2010;2010019;Kenya;926,959;20,681;38,516;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,256;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,531;..;..;..;..;..;..;..;..;1,389;..;24,091;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;589;..;67;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6,201;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;398,753;110;53,218;..;..;..;7,459;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;326,978;..;..;..;39,120;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010020;Madagascar;28,905;4,309;3,445;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,784;..;..;..;9,876;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8,066;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,425;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010021;Malawi;217,722;11,849;35,553;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,314;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,413;..;..;..;..;..;..;..;..;..;2,237;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,419;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;54,826;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,631;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;56;8,272;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,478;9,620;..;..;..;..;..;..;..;..;..;..;42,865;37,189
2010;2010022;Mauritius;24,836;159;1,180;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7,235;..;..;103;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;32;..;..;..;..;..;..;2,564;20;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,308;..;..;..;..;..;119;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7,517;..;..;..;44;..;..;127;..;8;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,979;..;53;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;163;..;..;..;..;..;..;..;..;..;..;..;..;..;..;43;..;..;..;..;..;..;..;..;..;..;..;..;108;..;..;..;..;..;..;..;541;..;24;979;..;..;..;..;..;92;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;395;..;43;..;..;..;..;..;..;..;..;..;..;..
2010;2010023;Mayotte;72,757;753;756;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;56,520;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;9,498;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,230;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010024;Mozambique;214,612;15,691;54,030;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6,524;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,250;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,344;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7,548;..;..;..;..;..;..;74,598;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,235;..;..;..;..;..;..;..;4,256;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;8,566;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7,367;..;..;..;..;..;..;..;..;..;..;5,722;24,481
2010;2010025;R_union;123,029;5,011;7,184;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,143;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;81,294;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;16,210;..;..;..;..;..;..;..;..;4,893;6,294;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010026;Rwanda;436,787;2,607;16,500;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;64,931;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;214,283;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;2,598;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;92,808;..;..;..;43,060;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010027;Seychelles;11,420;136;231;..;..;..;..;..;..;..;..;..;..;..;46;..;..;..;..;197;..;..;34;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;456;..;..;..;..;..;..;..;..;..;39;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;214;..;..;..;..;..;76;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,788;126;..;..;..;..;..;109;..;..;..;..;366;..;..;..;..;..;..;..;..;..;..;..;..;716;..;..;34;..;..;..;..;..;495;..;..;..;..;..;..;..;..;..;..;..;..;157;..;..;..;..;..;122;..;..;..;..;22;..;..;..;..;..;630;..;..;..;..;..;..;..;..;86;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;58;228;..;22;534;..;..;..;..;..;..;..;..;..;214;..;..;..;..;..;..;..;..;..;..;25;..;..;259;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010028;Somalia;23,995;7,352;14,724;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;37;..;1,882;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010029;South Sudan;257,905;..;2,564;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,166;5,327;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;67,795;..;..;..;..;..;5,287;..;..;3,410;..;8,605;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,454;..;..;..;..;..;..;..;..;..;..;..;9,821;..;..;..;..;..;..;..;..;177;..;..;..;..;..;..;..;198;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,635;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;144,466;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..
2010;2010030;Uganda;529,160;49;3,010;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;149;..;..;46;..;..;..;..;..;..;..;..;..;..;..;..;21,030;..;..;..;277;..;..;..;..;..;..;426;..;..;..;..;..;..;..;..;..;..;..;..;..;155;166,901;182;..;..;..;..;..;..;..;3,490;..;989;..;..;..;..;259;..;..;..;..;..;243;..;..;43;..;..;..;..;..;..;..;..;..;..;..;..;..;4,090;..;..;..;..;..;..;421;..;212;..;..;43,824;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;31;..;..;..;..;223;..;..;..;..;..;..;..;..;..;697;..;..;..;..;..;..;..;..;..;..;182;..;..;..;318;76,836;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;11,168;..;..;63;..;..;166,124;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;1,249;25,473;1,000;..;..;..;..;..;..;..;..;..;..;..
2010;2010031;United Republic of Tanzania;308,600;2,748;4,278;..;..;..;..;..;1,186;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;136;..;..;..;..;..;112,009;..;..;..;282;..;..;..;..;..;..;..;..;..;..;567;24,354;..;..;..;..;..;..;..;..;..;60,386;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;924;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7,629;..;..;..;..;..;..;550;..;..;..;..;27,864;..;..;..;..;..;..;140;..;..;..;..;..;..;7,011;..;..;..;..;..;..;..;187;..;..;..;..;..;..;..;..;28,177;..;613;..;..;..;..;..;..;..;..;..;..;..;..;635;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;5,246;..;..;..;..;..;..;..;..;..;..;..;355;..;..;..;..;..;..;2,273;678;..;..;..;..;..;..;86;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;6,938;..;..;1,040;..;1,234;..;..;..;..;..;..;..;..;..;10,265;809
2010;2010032;Zambia;149,637;1,660;17,114;..;..;..;..;..;37,106;..;..;..;..;..;264;..;..;..;..;..;..;..;..;..;..;..;..;..;..;918;..;..;..;..;..;3,243;..;..;243;200;..;..;..;..;..;..;1,007;..;..;..;..;8,481;..;..;..;..;..;..;..;..;..;20,933;..;..;..;..;..;164;..;..;..;..;..;..;..;..;..;70;..;..;..;..;..;279;175;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;4,630;..;..;..;..;..;..;..;..;100;..;..;536;..;..;..;..;..;..;..;..;..;..;..;..;..;13,467;..;..;217;..;..;..;..;..;..;..;..;..;..;..;..;..;1,301;..;630;..;..;..;..;..;..;..;508;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;7,462;..;..;..;..;..;..;..;..;..;142;..;..;..;..;..;..;..;..;..;3,072;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;456;..;..;1,286;5,918;949;..;..;..;..;..;..;..;..;..;..;17,106
2010;2010033;Zimbabwe;397,891;5,557;106,092;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;3,705;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;103,281;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;117,799;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;18,910;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12,174;..;..;..;..;..;..;..;..;..;..;..;30,373;..
